country_code,country_name,time,year,month,tp,uvb,cp,lsp,ssrd,i10fg,u10,v10,d2m,t2m,msl,sp,skt,number
NOR,Norway,2003-01-01,2003,1,0.004755886086161131,86153.1881038862,0.0010598075029406744,0.0036961127423125214,712326.217668636,8.002643395631708,0.6116519589740158,0.6284954403937951,262.499403411422,264.65328198797255,100367.90353948766,94090.40846085997,262.48557625877277,0
NOR,Norway,2003-02-01,2003,2,0.002096723490689416,333739.59237990563,0.0003766302746993267,0.0017202168868190222,2985423.1220780276,7.050734657751143,0.3589959381536485,1.2301292203652008,265.94292539930893,268.8485262226576,101842.58272542222,95556.92293760656,266.3690169836316,0
NOR,Norway,2003-03-01,2003,3,0.0036812792130524563,832970.1561892917,0.0010313951396450248,0.0026500562372323544,7143342.9212941155,8.305637471383312,1.252229704913136,0.9274262896641956,268.92925792417316,272.11650244874266,101527.4629306121,95277.80098111216,270.2063713614539,0
NOR,Norway,2003-04-01,2003,4,0.0017627493440306177,1692009.3387233159,0.0004141330649549645,0.0013485986183796388,14902774.043111954,6.985801354204452,-0.16713867090311896,0.06646421040447165,269.5353176590505,274.50047540051065,101978.03451530989,95760.31804876261,272.4887319017802,0
NOR,Norway,2003-05-01,2003,5,0.003856944267542164,1997522.2712292043,0.0014003889300461306,0.002456656598691661,17060355.00486189,6.945462755107106,0.08782474328971475,0.6219976059041078,274.36765296584804,278.52200759070035,101130.05692295426,95019.20754109959,277.15858189742664,0
NOR,Norway,2003-06-01,2003,6,0.002965264737683782,2192456.528554503,0.0014005187695154703,0.001564804032086888,19368812.396800723,6.214800591928927,0.20459018990024913,-0.3094307710645126,278.57623505685973,283.74846670020486,101288.46779300008,95279.5271389497,283.63677124456524,0
NOR,Norway,2003-07-01,2003,7,0.0031488409707982603,2079546.2293348757,0.0019238429775236946,0.001224989522941476,18179463.32303608,6.196268417489806,-0.09270760781217427,0.2753312256544818,283.22616174951594,288.30695878600056,101404.23183459917,95461.43274782263,288.1951166539524,0
NOR,Norway,2003-08-01,2003,8,0.003891641060768591,1444328.6845875557,0.001976756151844823,0.0019148819959426801,12625334.521463543,6.6802748170079305,0.6969589839739867,-0.8117121385673824,281.51135236673053,285.26306568348247,101322.24102042113,95332.65066428187,285.02236764443614,0
NOR,Norway,2003-09-01,2003,9,0.005143766928204768,836346.1220435043,0.0017179315815490847,0.0034260068273812808,7475940.969430689,7.900133010113379,0.8443738994529585,0.9972959627328298,277.5862551284653,280.8039645117193,101252.449122685,95186.98908863912,279.8682442216339,0
NOR,Norway,2003-10-01,2003,10,0.003129580933426263,433407.6890546348,0.0008910232153279726,0.0022385808213236567,3941513.9797387873,6.760402674506887,0.48770441118696545,0.3213564839232069,271.2286320189398,273.7774953560301,100878.40086863025,94704.2096285019,272.26968660480384,0
NOR,Norway,2003-11-01,2003,11,0.0022925260991644818,117582.43004370923,0.00040760141997668613,0.0018849803617832842,989351.7218680368,7.192922603303178,-0.6182581699339511,1.469525690083174,270.26471731364757,272.39643766689653,101243.84772110463,95048.5035583408,270.4536923419305,0
NOR,Norway,2003-12-01,2003,12,0.005453914186500619,43835.61675550687,0.0016375401979349788,0.0038163498447924002,357328.54225556704,9.133742830622053,1.2494186593385552,0.4498038725232489,266.56096398296864,268.88054470208283,100389.79738864437,94159.42814228468,266.6779062701767,0
